e, e_dot, e_int, stamp, 
0.3996129803995554, 0.0, 0.07992259607991108, 13090000000, 
0.3996129803995554, 0.0, 0.07992259607991108, 13090000000, 
0.39956521254179367, -0.00015922619253908957, 0.07991941155606029, 14280000000, 
0.39958775535206537, -8.408349163343172e-05, 0.07991772988622763, 14314000000, 
0.39959304683598956, 9.278098065298075e-05, 0.0799164009819899, 14348000000, 
0.3995964576389001, 2.900762278249906e-05, 0.07991848398846367, 14450000000, 
0.3987192909475737, -0.0029125196280529084, 0.07986058636149757, 14518000000, 
0.38740820693030564, -0.04062750236198157, 0.07904826370111862, 14552000000, 
0.36893905982058944, -0.0992674370899475, 0.07700443717989792, 14654000000, 
0.3409982418521521, -0.15469988359384512, 0.07315636724020314, 14722000000, 
0.31023050132956487, -0.19569519497008192, 0.06801118686682042, 14756000000, 
0.2775151059403328, -0.2116104530393977, 0.06191625660813665, 14858000000, 
0.24008504442763448, -0.2338181896731013, 0.05518871011316881, 14892000000, 
0.21424075194666048, -0.21091451331224106, 0.04878939348764185, 14994000000, 
0.18512562228178772, -0.1831980738194892, 0.042630094577072175, 15062000000, 
0.16709948098292154, -0.15713756987912977, 0.037764390347424646, 15130000000, 
0.1498298554187973, -0.11765255620996812, 0.03347033057890044, 15198000000, 
0.13696852094231846, -0.10043653346867697, 0.030259857156269155, 15266000000, 
0.12803739492747496, -0.07264153497107444, 0.027655718085906045, 15300000000, 
0.12063526089011467, -0.054444200174012615, 0.02570941178399387, 15402000000, 
0.11414484456318447, -0.046308501214301634, 0.024187833358718273, 15436000000, 
0.10864613610235346, -0.039963749292537355, 0.02289508277037684, 15504000000, 
0.10458797168693285, -0.03185624292083874, 0.02182526349016472, 15538000000, 
0.09925125980294952, -0.03131625433134647, 0.02083235783948239, 15606000000, 
0.09302070834959564, -0.03855754445779069, 0.0197906626559652, 15674000000, 
0.08780471766353881, -0.038155140464702364, 0.018671779054405598, 15742000000, 
0.08139357883688247, -0.03875709837571054, 0.01748126699000113, 15776000000, 
0.07413187674910487, -0.045576136381446454, 0.01622201154996841, 15810000000, 
0.06786042216631161, -0.045110522235236226, 0.014892391850153263, 15878000000, 
0.059748313538096676, -0.04794521070336066, 0.013449374163567543, 15946000000, 
0.05469056447708587, -0.043899525630752466, 0.012153286678766277, 16048000000, 
0.04891334814869841, -0.036116551297994216, 0.010890148410925397, 16116000000, 
0.04402842441475102, -0.035540466874449485, 0.009842155802702353, 16184000000, 
0.03950439072629336, -0.031363191408016834, 0.008829744219316185, 16218000000, 
0.03587461883308074, -0.027179351938900937, 0.007960495598275007, 16320000000, 
0.03303973215533462, -0.021548861903195788, 0.007227916114313914, 16354000000, 
0.03303973215533462, -0.009449622259153726, 0.0067969388762499985, 16354000000, 
0.02827782670868606, -0.015873018155495206, 0.00629048606795702, 16490000000, 
0.026364425143941106, -0.022251023371311723, 0.005845465600530786, 16558000000, 
0.024729558835303922, -0.01182755957794046, 0.005291454045862072, 16592000000, 
0.023247999746063286, -0.010388084659592733, 0.004956132248353887, 16694000000, 
0.021829381273335224, -0.00966725853989566, 0.004653795990313496, 16728000000, 
0.019927719170798663, -0.011067601917548742, 0.004333673346013145, 16830000000, 
0.018521081435343145, -0.011027666126640264, 0.004018545458631802, 16932000000, 
0.0175531054867904, -0.007915378946694215, 0.0037334604061954805, 16966000000, 
0.016308186247297685, -0.007376317293484869, 0.003492158211295415, 17034000000, 
0.016308186247297685, -0.004149730798309048, 0.003344631865425718, 17034000000, 
0.013472718827728936, -0.009451558065229163, 0.0030726060881549537, 17136000000, 
0.012532661045342064, -0.012585084006518735, 0.002820904408024579, 17204000000, 
0.011323208877277391, -0.007165033168171815, 0.0024885725833565593, 17272000000, 
0.010423986108873684, -0.0070289164548946, 0.0022853237354328758, 17340000000, 
0.009315670552867472, -0.0066917944146997295, 0.0020708577026012365, 17408000000, 
0.008795025656239353, -0.005429868175447772, 0.0019023121545320338, 17544000000, 
0.008233810765840233, -0.003606199290090798, 0.0017563004649964705, 17612000000, 
0.007828057296114799, -0.003223227867081846, 0.0016571262478796255, 17680000000, 
0.007396061493978978, -0.002792497572870848, 0.0015638619703956006, 17748000000, 
0.006950724794205609, -0.002924441673030631, 0.001478322905619959, 17816000000, 
0.006492496733987163, -0.0030118825333060504, 0.00138928553481145, 17884000000, 
0.0061504396636659076, -0.002667617101799006, 0.0013062440794572453, 17952000000, 
0.00570001058843278, -0.0026416204851812766, 0.0012228631324057234, 18020000000, 
0.005253013131002182, -0.0029914217755457515, 0.0011402308922067246, 18088000000, 
0.004798652794934577, -0.0030045259783273437, 0.001050111767624636, 18156000000, 
0.004278597964436692, -0.0032480505552182994, 0.0009553509260248967, 18224000000, 
0.003911138933029468, -0.0029583795396836976, 0.0008658926461600491, 18292000000, 
0.003911138933029468, -0.001224863438024082, 0.0008067250553663751, 18292000000, 
0.0032760742106019425, -0.0021168824080917505, 0.0007398901384440585, 18394000000, 
0.002965237146410671, -0.0031530059553959897, 0.0006768300193361387, 18462000000, 
0.0026838525775276234, -0.00197407211024773, 0.0005950109289693491, 18564000000, 
0.002506047463570693, -0.0015306322761332591, 0.0005436758125005991, 18598000000, 
0.002296347433377477, -0.0012916838138338216, 0.0004990831649650529, 18632000000, 
0.0020563743223684927, -0.0014989104706740013, 0.0004572512812877775, 18734000000, 
0.001814848496744459, -0.0016049964554433933, 0.00041117135016602855, 18768000000, 
0.0016824517583006737, -0.00124640854689273, 0.000370244971827575, 18802000000, 
0.001601389189237079, -0.0007115310250245995, 0.0003399126296188141, 18870000000, 
0.0015232175352111743, -0.0005307807436316647, 0.00032047056551659514, 18938000000, 
0.0014316842156135712, -0.000565683245411693, 0.000303752729337455, 19006000000, 
0.0013308193624419484, -0.0006413272425640862, 0.00028571474088444625, 19074000000, 
0.0012382633503768559, -0.0006447362174557177, 0.00026671779522882504, 19142000000, 
0.001165313916048849, -0.0005516848213103313, 0.00024895977525784353, 19244000000, 
0.0010906919540755733, -0.0004919046543376085, 0.00023295128136675188, 19278000000, 
